volume,all_views,run,cost,today_views,days_ago,is_restyle,modified,up,age,Легкосплавные диски,Панорамная крыша,Круиз-контроль,Противотуманные фары,Обогрев зеркал,Парктроники,Системы помощи,ESP (система поддержания динамической стабильности),Ксеноновые фары,CD/MP3 проигрыватель,Обогрев руля,Управление мультимедиа с руля,Климат-контроль,Обогрев лобового стекла,Фаркоп,Светодиодные фары,Мультимедийный экран,Иммобилайзер,Контроль мертвых зон на зеркалах,Подушки безопасности боковые,Кондиционер,Материал салона - натуральная кожа,Датчик дождя,Штатная навигация,Электростеклоподъемники передние,AUX/iPod,USB,Подушки безопасности задние,Автозапуск двигателя,Сигнализация,Обогрев сидений,Камера заднего вида,ABS (антиблокировочная система),Рейлинги на крыше,Электрорегулировка сидений,Подушки безопасности передние,Электростеклоподъемники задние,Bluetooth,Антипробуксовочная система,Люк,cuzov,fuel,brand,region,model,color,drive-unit,state,transmission
1900,14,299100,2 350,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,хэтчбек,дизель,Peugeot,Минск,206 I,черный,Передний,с пробегом,Механика
2000,18,246000,5 690,18,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,бензин,Mazda,Минск,6 I (рестайлинг) 2.0 i,серый,Передний,с пробегом,Автомат
2400,21,180000,4 499,21,0,0,0,0,17,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,седан,бензин,Volvo,Минск,S60 I,другой,Передний,с пробегом,Автомат
1900,187,297000,1 950,187,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Citroen,Минск,Xsara I (рестайлинг),красный,Передний,с пробегом,Механика
2400,28,210990,7 450,28,1,0,0,0,12,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,седан,бензин,Dodge,Минск,Avenger II,серебристый,Передний,с пробегом,Автомат
1500,20,150130,5 899,20,1,0,0,0,10,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Mazda,Минск,2 II,синий,Передний,с пробегом,Механика
2000,587,223000,9 900,83,4,0,0,1,10,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,универсал,дизель,Audi,Минск,A4 B8 2.0 TDI,серый,Передний,с пробегом,Механика
1800,626,270000,3 500,66,3,0,0,1,17,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,седан,бензин,Volkswagen,Витебская обл.,Passat B5,черный,Передний,с пробегом,Автомат
1600,195,320000,6 850,38,2,0,0,1,15,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,минивэн,бензин,Toyota,Минск,Corolla Verso III (AR10),серебристый,Передний,с пробегом,Механика
3500,425,247000,5 000,30,5,0,0,1,15,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,внедорожник,бензин,Chrysler,Могилевская обл.,Pacifica I,другой,Передний,с пробегом,Автомат
1600,175,291230,2 503,16,3,0,0,1,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,минивэн,бензин,Renault,Брестская обл.,Scenic I,серый,Передний,с пробегом,Механика
1600,1504,160000,4 950,130,5,0,0,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,седан,бензин,Volkswagen,Минск,Polo Sedan I,белый,Передний,с пробегом,Механика
3500,12,113150,10 699,12,0,0,0,0,10,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,внедорожник,бензин,Nissan,Минск,Murano II (Z51),серый,Постоянный полный,с пробегом,Автомат
3500,37,320000,9 600,37,1,0,0,0,14,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,внедорожник,бензин,Infiniti,Гродненская обл.,FX I,черный,Постоянный полный,с пробегом,Автомат
2800,43,243000,7 490,43,1,0,0,0,13,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,минивэн,дизель,Chrysler,Минск,Voyager IV,серый,Передний,с пробегом,Автомат
1900,164,340000,6 650,38,1,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,дизель,Volkswagen,Минск,Sharan I (рестайлинг),серебристый,Передний,с пробегом,Механика
1400,44,189000,8 450,44,1,0,0,0,8,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,хэтчбек,бензин,Volkswagen,Минск,Golf VI,черный,Передний,с пробегом,Автомат
2000,8,245033,4 350,8,0,0,0,0,18,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,минивэн,дизель,Opel,Минск,Zafira A,серебристый,Передний,с пробегом,Механика
3000,21,141000,19 400,21,1,0,0,0,9,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,седан,дизель,BMW,Минск,"7 серия F01, F04 740D",синий,Постоянный полный,с пробегом,Автомат
2500,706,240000,6 100,109,3,0,0,1,14,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,седан,бензин,BMW,Минск,"3 серия E90, E91, E92, E93 325i",серый,Задний,с пробегом,Автомат
2700,821,35000,5 000,75,4,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,бензин,Audi,Витебская обл.,A6 Allroad C5,серебристый,Постоянный полный,с пробегом,Автомат
1700,169,237000,950,169,1,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,универсал,дизель,Opel,Брестская обл.,Astra F (рестайлинг),белый,Передний,с пробегом,Механика
1600,99,356000,1 350,10,2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,универсал,бензин,Opel,Минск,Vectra B 1.6 i МТ,фиолетовый,Передний,с пробегом,Механика
3000,9,314650,21 499,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,внедорожник,дизель,Volkswagen,Минск,Touareg II,черный,Постоянный полный,с пробегом,Автомат
3500,25,164700,11 300,25,1,1,0,0,13,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,внедорожник,бензин,Kia,Минск,Sorento I (рестайлинг),черный,Подключаемый полный,с пробегом,Автомат
3500,33,280000,12 600,33,1,0,0,0,11,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,внедорожник,бензин,Mercedes-Benz,Минск,M-Класс W164 (рестайлинг) ML350,черный,Постоянный полный,с пробегом,Автомат
1800,144,360000,1 150,25,2,0,0,1,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,седан,бензин,Volkswagen,Гомельская обл.,Passat B3,серый,,с пробегом,Механика
3200,461,220000,6 200,33,4,0,0,1,15,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,седан,бензин,Acura,Могилевская обл.,TL III,серебристый,Передний,с пробегом,Автомат
1600,33,161000,4 399,33,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,универсал,бензин,Peugeot,Минск,308 T7 SW,серый,Передний,с пробегом,Механика
2700,413,320000,8 500,38,3,0,0,1,13,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,седан,дизель,Audi,Гомельская обл.,A6 C6,серебристый,Передний,с пробегом,Автомат
5400,30,155000,19 250,30,1,0,0,0,10,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,пикап,бензин,Ford,Минск,F-150 XII,черный,Подключаемый полный,с пробегом,Автомат
2400,84,100220,13 700,84,1,1,0,0,6,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,внедорожник,бензин,Dodge,Гродненская обл.,Journey I (рестайлинг),белый,Передний,с пробегом,Автомат
3000,18,155000,20 900,18,1,0,0,0,9,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,внедорожник,дизель,Volkswagen,Минск,Touareg II,коричневый,Постоянный полный,с пробегом,Автомат
1800,24,127000,2 250,24,1,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Mazda,Гродненская обл.,626 GF,синий,Передний,с пробегом,Механика
3000,815,183000,23 350,89,5,0,0,1,7,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,универсал,дизель,Audi,Минск,A6 Allroad C7 3.0 TDI,черный,Постоянный полный,с пробегом,Автомат
1800,207,150000,10 350,4,6,0,0,1,8,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,седан,бензин,Volkswagen,Минск,Passat B7 TSI,черный,Передний,с пробегом,Автомат
2000,149,270000,1 950,149,1,0,0,0,26,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,универсал,бензин,Volkswagen,Гомельская обл.,Passat B3,бордовый,Передний,с пробегом,Механика
1300,28,178000,4 950,28,0,0,0,0,9,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,хэтчбек,дизель,Fiat,Гомельская обл.,Grande Punto,белый,Передний,с пробегом,Механика
1800,23,224150,3 399,23,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,бензин,Mazda,Минск,6 I,серый,Передний,с пробегом,Механика
1800,138,320000,1 685,138,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Audi,Минская обл.,100 С3 (рестайлинг),красный,Передний,с пробегом,Механика
1800,184,315000,2 000,12,3,0,0,1,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,минивэн,бензин,Mitsubishi,Витебская обл.,Space Star I 1.8 gdi,красный,Передний,с пробегом,Механика
1900,182,380644,4 400,13,6,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,седан,бензин,BMW,Гродненская обл.,3 серия E46,серебристый,Задний,с пробегом,Механика
2000,324,111111,3 200,22,3,0,0,1,23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,седан,бензин,BMW,Могилевская обл.,5 серия E39,черный,Задний,с пробегом,Механика
2700,41,450000,2 999,41,0,0,0,0,18,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,внедорожник,бензин,Suzuki,Минск,Grand Vitara FT (рестайлинг) XL7,бордовый,Подключаемый полный,с пробегом,Автомат
1900,460,360000,5 600,48,5,0,0,1,13,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,дизель,Volkswagen,Минск,Golf V,белый,Передний,с пробегом,Механика
2300,186,285000,1 800,76,1,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,минивэн,бензин,Pontiac,Витебская обл.,Trans Sport I,синий,Передний,с пробегом,Механика
2500,95,317000,5 600,50,1,0,0,0,19,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,универсал,дизель,Audi,Могилевская обл.,A6 C5,серый,Передний,с пробегом,Механика
2400,77,107090,10 600,77,1,0,0,0,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,внедорожник,бензин,Honda,Гродненская обл.,CR-V III,синий,Постоянный полный,с пробегом,Автомат
5000,732,180000,3 800,162,1,0,0,0,19,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,купе,бензин,Mercedes-Benz,Могилевская обл.,CL C215,черный,Задний,с пробегом,Автомат
3000,20,60000,3 999,20,0,0,0,0,15,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,купе,бензин,Chrysler,Минск,Sebring II,серебристый,Передний,с пробегом,Автомат
2000,466,320000,1 500,40,4,0,0,1,19,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,хэтчбек,дизель,Citroen,Минск,Xantia X2 Exclusive,серебристый,Передний,с пробегом,Механика
1500,455,162000,6 000,44,3,0,0,1,9,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,хэтчбек,бензин,Honda,Минск,Jazz II,серебристый,Передний,с пробегом,Автомат
1300,577,300000,220,39,3,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,хэтчбек,бензин,Volkswagen,Минская обл.,Golf II,белый,Передний,с пробегом,Механика
1600,15,340000,4 199,15,0,0,0,0,14,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Mazda,Минск,3 BK,серый,Передний,с пробегом,Механика
1500,237,182000,4 900,32,3,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,дизель,Renault,Витебская обл.,Scenic II,серый,Передний,с пробегом,Механика
5000,527,230000,6 900,204,1,0,0,0,13,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,седан,бензин,Mercedes-Benz,Могилевская обл.,CLS C219 CLS500,черный,Задний,с пробегом,Автомат
2600,179,300000,2 050,66,1,0,1,0,26,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,седан,бензин,Audi,Брестская обл.,"100 4A, C4",синий,Передний,с пробегом,Механика
2000,387,376000,4 370,15,6,0,0,1,18,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,лифтбек,дизель,Citroen,Гомельская обл.,C5 I,серебристый,Передний,с пробегом,Механика
2000,27,215000,3 250,27,0,1,0,0,19,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,хэтчбек,дизель,Nissan,Минск,Primera P11 (рестайлинг),бордовый,Передний,с пробегом,Механика
1000,12,30500,11 850,12,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,седан,бензин,Ford,Минск,Focus III (рестайлинг),белый,Передний,с пробегом,Механика
1600,527,145000,12 500,49,5,1,0,1,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,минивэн,дизель,Peugeot,Минск,5008 I (рестайлинг),черный,Передний,с пробегом,Механика
3000,39,171000,16 990,39,0,0,0,0,7,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,седан,бензин,Audi,Минск,A6 C7 S-line Quattro,белый,Постоянный полный,с пробегом,Автомат
1500,247,178000,4 150,38,3,1,0,1,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,седан,бензин,Nissan,Могилевская обл.,Almera II (N16) (рестайлинг),серый,Передний,с пробегом,Механика
1400,158,170000,2 900,41,1,0,0,0,16,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Citroen,Минская обл.,C3 I,синий,Передний,с пробегом,Механика
1400,27,91000,11 250,27,0,0,0,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,внедорожник,бензин,Opel,Минск,Mokka I Cosmo,черный,Передний,с пробегом,Автомат
2200,57,311245,6 150,57,1,0,0,0,17,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,внедорожник,дизель,Opel,Минск,Frontera B (рестайлинг) LIMITED,серебристый,Подключаемый полный,с пробегом,Механика
2000,5,172000,16 490,5,0,0,0,0,8,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,седан,бензин,Audi,Гродненская обл.,A6 C7,черный,Передний,с пробегом,Автомат
1400,236,149000,4 100,39,1,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,хэтчбек,бензин,Opel,Минск,Corsa D,черный,Передний,с пробегом,Механика
2400,51,220479,8 150,51,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Toyota,Минск,Camry XV40,черный,Передний,с пробегом,Автомат
1600,371,35000,8 650,46,5,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,седан,бензин,Renault,Витебская обл.,Logan II PRIVILEGE,белый,Передний,с пробегом,Механика
1600,110,231000,2 300,11,3,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,седан,бензин,Rover,Брестская обл.,400 HH-R,красный,Передний,с пробегом,Механика
2000,30,267000,2 290,30,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,хэтчбек,дизель,Rover,Минск,200 R3,синий,Передний,с пробегом,Механика
2500,617,370000,650,64,4,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,седан,бензин,Opel,Брестская обл.,Omega B,черный,,с пробегом,Механика
2500,40,325000,5 800,40,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,дизель,Audi,Минская обл.,A4 B6,синий,Постоянный полный,с пробегом,Механика
1900,240,380000,2 650,26,2,0,0,1,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,универсал,дизель,Volkswagen,Брестская обл.,Passat B4 aaz,белый,Передний,с пробегом,Механика
3000,683,330000,1 350,112,3,0,0,1,30,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,седан,бензин,BMW,Минская обл.,7 серия E32,синий,Задний,с пробегом,Механика
1900,268,242000,6 450,102,1,0,0,0,15,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,универсал,дизель,Audi,Гродненская обл.,A4 B6,серебристый,Передний,с пробегом,Механика
2000,26,194734,5 640,26,1,0,0,0,18,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,седан,бензин,Audi,Минск,A4 B6,серебристый,Передний,с пробегом,Автомат
3000,16,273150,18 899,16,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,внедорожник,дизель,BMW,Минск,X5 E70 XDRIVE35D,черный,Постоянный полный,с пробегом,Автомат
2500,85,113000,13 400,32,1,0,0,1,5,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,седан,бензин,Nissan,Минск,Teana III (L33),черный,Передний,с пробегом,Автомат
2500,213,295000,2 150,26,2,0,0,1,27,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,седан,дизель,BMW,Гродненская обл.,5 серия E34,черный,Задний,с пробегом,Механика
2500,25,102000,20 550,25,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Mazda,Минск,6 III (рестайлинг) Supreme Plus,серый,Передний,с пробегом,Автомат
1600,105,95000,8 500,4,5,0,0,1,6,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,седан,бензин,Hyundai,Витебская обл.,Accent RB,белый,Передний,с пробегом,Автомат
1600,19,350000,3 890,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,седан,бензин,Volkswagen,Гродненская обл.,Passat B5,синий,Передний,с пробегом,Механика
1600,36,224800,8 700,36,1,0,0,0,9,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,внедорожник,дизель,Peugeot,Минск,3008 I,другой,Передний,с пробегом,Автомат
2000,286,450000,800,49,3,1,0,1,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,седан,бензин,Peugeot,Брестская обл.,605 I (рестайлинг),бордовый,Передний,с пробегом,Механика
1600,386,400000,2 900,12,5,0,0,1,24,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,седан,бензин,BMW,Брестская обл.,3 серия E36,черный,Задний,с пробегом,Механика
1400,328,311200,3 490,328,5,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Volkswagen,Брестская обл.,Golf IV,черный,Передний,с пробегом,Механика
1600,125,221208,7 813,125,1,0,0,0,9,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,универсал,дизель,Citroen,Минск,C5 II,серый,Передний,с пробегом,Механика
